,team,date,win,loss,ot,points,RW,ROW,SOW,goals,goals_against,power_play,penalty_kill,net_ppp,net_pkp,shots,shots_against,FOWp
199,Anaheim Ducks,2022/11/05@ SJS,1,0,0,2,0,0,1,4,4,--,80.0,--,80.0,25.0,52.0,44.3
200,Anaheim Ducks,2024/01/21vs NYR,0,1,0,0,0,0,0,2,5,0.0,50.0,0.0,50.0,18.0,33.0,52.5
201,Anaheim Ducks,2021/11/14vs VAN,1,0,0,2,1,1,0,5,1,50.0,100.0,50.0,100.0,38.0,27.0,54.7
202,Anaheim Ducks,2022/11/06vs FLA,0,1,0,0,0,0,0,3,5,0.0,60.0,0.0,80.0,35.0,48.0,40.0
203,Anaheim Ducks,2023/01/04vs DAL,1,0,0,2,1,1,0,2,0,100.0,100.0,100.0,100.0,27.0,35.0,38.2
204,Anaheim Ducks,2023/03/23vs WPG,0,1,0,0,0,0,0,2,3,50.0,100.0,50.0,100.0,20.0,33.0,53.5
205,Anaheim Ducks,2022/02/22vs SJS,1,0,0,2,0,0,1,3,3,0.0,80.0,0.0,80.0,29.0,43.0,38.8
206,Anaheim Ducks,2023/04/13vs LAK,0,1,0,0,0,0,0,3,5,0.0,75.0,0.0,75.0,24.0,36.0,38.9
207,Anaheim Ducks,2024/03/06vs OTT,1,0,0,2,1,1,0,2,1,0.0,100.0,0.0,100.0,16.0,30.0,40.0
208,Anaheim Ducks,2023/04/08@ ARI,0,0,1,1,0,0,0,4,5,25.0,75.0,25.0,75.0,29.0,39.0,48.4
209,Anaheim Ducks,2022/10/28@ VGK,0,1,0,0,0,0,0,0,4,0.0,50.0,-50.0,50.0,29.0,22.0,47.5
210,Anaheim Ducks,2022/01/26@ TOR,0,0,1,1,0,0,0,3,3,0.0,25.0,0.0,25.0,20.0,44.0,37.5
211,Anaheim Ducks,2024/03/08vs DAL,0,1,0,0,0,0,0,2,6,25.0,40.0,25.0,40.0,27.0,36.0,48.3
212,Anaheim Ducks,2023/03/17vs CBJ,1,0,0,2,1,1,0,7,4,0.0,50.0,0.0,50.0,38.0,42.0,61.7
213,Anaheim Ducks,2022/04/23@ LAK,0,1,0,0,0,0,0,2,4,33.3,80.0,33.3,80.0,21.0,40.0,50.9
214,Anaheim Ducks,2022/04/09@ PHI,1,0,0,2,1,1,0,5,3,50.0,100.0,50.0,100.0,34.0,33.0,42.9
215,Anaheim Ducks,2023/02/07@ CHI,1,0,0,2,0,1,0,3,2,0.0,100.0,0.0,100.0,26.0,29.0,40.4
216,Anaheim Ducks,2022/02/19@ VAN,1,0,0,2,1,1,0,7,4,40.0,66.7,40.0,66.7,25.0,20.0,54.0
217,Anaheim Ducks,2021/10/13vs WPG,1,0,0,2,1,1,0,4,1,40.0,100.0,40.0,100.0,22.0,34.0,47.2
218,Anaheim Ducks,2024/03/28@ SEA,0,1,0,0,0,0,0,2,4,0.0,70.0,0.0,90.0,23.0,28.0,52.9
219,Anaheim Ducks,2024/03/01vs NJD,1,0,0,2,1,1,0,4,3,0.0,50.0,0.0,50.0,23.0,55.0,46.5
220,Anaheim Ducks,2022/04/01@ ARI,1,0,0,2,1,1,0,5,0,0.0,100.0,0.0,100.0,37.0,22.0,48.9
221,Anaheim Ducks,2022/12/21vs MIN,0,1,0,0,0,0,0,1,4,0.0,83.3,0.0,83.3,22.0,42.0,44.6
222,Anaheim Ducks,2024/01/31vs SJS,1,0,0,2,0,1,0,3,2,0.0,66.7,0.0,66.7,34.0,28.0,54.6
223,Anaheim Ducks,2021/11/30@ LAK,1,0,0,2,0,0,1,4,4,50.0,100.0,50.0,100.0,36.0,34.0,44.2
224,Anaheim Ducks,2023/03/07@ SEA,0,1,0,0,0,0,0,2,5,0.0,50.0,0.0,50.0,22.0,31.0,49.1
225,Anaheim Ducks,2024/03/31@ VAN,0,1,0,0,0,0,0,2,3,0.0,50.0,0.0,50.0,22.0,30.0,35.0
226,Anaheim Ducks,2024/01/11@ CAR,0,1,0,0,0,0,0,3,6,20.0,66.7,20.0,66.7,16.0,34.0,50.9
227,Anaheim Ducks,2022/01/14@ MIN,0,1,0,0,0,0,0,3,7,0.0,--,0.0,--,42.0,42.0,46.6
228,Anaheim Ducks,2022/02/11vs SEA,0,1,0,0,0,0,0,3,4,50.0,100.0,50.0,100.0,27.0,27.0,44.4
229,Anaheim Ducks,2024/03/26@ SEA,0,1,0,0,0,0,0,0,4,0.0,60.0,0.0,60.0,12.0,36.0,37.3
230,Anaheim Ducks,2023/01/11vs EDM,0,1,0,0,0,0,0,2,6,0.0,66.7,0.0,66.7,23.0,53.0,46.0
231,Anaheim Ducks,2023/03/30@ SEA,0,1,0,0,0,0,0,1,4,0.0,50.0,0.0,50.0,19.0,39.0,56.1
232,Anaheim Ducks,2022/02/25vs LAK,0,1,0,0,0,0,0,1,4,0.0,66.7,0.0,66.7,25.0,32.0,44.9
233,Anaheim Ducks,2024/03/15@ WPG,0,1,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,21.0,38.0,26.0
234,Anaheim Ducks,2022/11/15vs DET,1,0,0,2,0,1,0,3,2,20.0,75.0,20.0,75.0,30.0,33.0,44.8
235,Anaheim Ducks,2022/10/20@ BOS,0,0,1,1,0,0,0,1,1,0.0,100.0,0.0,100.0,31.0,36.0,36.4
236,Anaheim Ducks,2023/01/17@ PHI,0,1,0,0,0,0,0,2,5,33.3,80.0,0.0,80.0,27.0,39.0,53.9
237,Anaheim Ducks,2023/03/21vs CGY,0,1,0,0,0,0,0,1,5,33.3,60.0,33.3,60.0,20.0,43.0,45.2
238,Anaheim Ducks,2021/10/23@ MIN,0,0,1,1,0,0,0,3,4,33.3,100.0,33.3,100.0,24.0,36.0,50.0
239,Arizona Coyotes,2024/03/07vs MIN,0,1,0,0,0,0,0,2,5,33.3,50.0,33.3,50.0,25.0,28.0,48.2
240,Arizona Coyotes,2022/02/25vs VGK,1,0,0,2,1,1,0,3,1,0.0,100.0,0.0,100.0,32.0,44.0,40.4
241,Arizona Coyotes,2022/01/15vs COL,0,1,0,0,0,0,0,0,5,0.0,66.7,0.0,66.7,20.0,32.0,46.9
242,Arizona Coyotes,2023/03/14vs CGY,1,0,0,2,0,1,0,4,3,0.0,100.0,0.0,150.0,25.0,45.0,42.9
243,Arizona Coyotes,2023/11/14@ DAL,0,0,1,1,0,0,0,3,4,50.0,75.0,50.0,75.0,26.0,36.0,38.2
244,Arizona Coyotes,2022/02/08@ VAN,0,1,0,0,0,0,0,1,5,0.0,33.3,0.0,33.3,36.0,29.0,40.4
245,Arizona Coyotes,2023/11/09@ STL,0,1,0,0,0,0,0,1,2,50.0,100.0,50.0,100.0,20.0,33.0,44.3
246,Arizona Coyotes,2021/12/03vs VGK,0,1,0,0,0,0,0,1,7,0.0,50.0,-33.3,50.0,30.0,32.0,57.9
247,Arizona Coyotes,2022/01/29vs BUF,0,1,0,0,0,0,0,1,3,50.0,66.7,50.0,66.7,28.0,35.0,51.1
248,Arizona Coyotes,2024/02/29@ TOR,0,1,0,0,0,0,0,2,4,--,100.0,--,200.0,32.0,26.0,50.0
249,Arizona Coyotes,2022/04/20vs CHI,0,0,1,1,0,0,0,3,4,0.0,100.0,0.0,100.0,35.0,40.0,39.0
250,Arizona Coyotes,2022/11/25@ DET,0,0,1,1,0,0,0,3,3,0.0,50.0,0.0,50.0,24.0,36.0,43.4
251,Arizona Coyotes,2022/12/05@ CGY,0,1,0,0,0,0,0,2,3,0.0,33.3,0.0,33.3,20.0,27.0,47.4
252,Arizona Coyotes,2023/03/21@ WPG,0,1,0,0,0,0,0,1,2,0.0,100.0,-33.3,100.0,30.0,25.0,39.6
253,Arizona Coyotes,2023/03/07vs STL,1,0,0,2,1,1,0,6,2,50.0,100.0,50.0,100.0,27.0,42.0,52.2
254,Arizona Coyotes,2022/04/09@ VGK,0,1,0,0,0,0,0,1,6,0.0,100.0,0.0,100.0,30.0,39.0,47.4
255,Arizona Coyotes,2022/12/31@ TBL,0,1,0,0,0,0,0,3,5,0.0,33.3,0.0,33.3,31.0,35.0,34.6
256,Arizona Coyotes,2022/03/25@ CGY,0,1,0,0,0,0,0,2,4,0.0,50.0,0.0,50.0,18.0,33.0,51.8
257,Arizona Coyotes,2022/11/27@ MIN,0,1,0,0,0,0,0,3,4,0.0,66.7,0.0,66.7,23.0,29.0,44.8
258,Arizona Coyotes,2023/12/21@ SJS,1,0,0,2,1,1,0,5,2,33.3,100.0,33.3,100.0,30.0,31.0,51.0
259,Arizona Coyotes,2023/10/19@ STL,1,0,0,2,1,1,0,6,2,75.0,100.0,75.0,100.0,42.0,26.0,55.4
260,Arizona Coyotes,2023/10/17@ NYI,0,1,0,0,0,0,0,0,1,0.0,66.7,0.0,66.7,14.0,34.0,34.0
261,Arizona Coyotes,2021/11/24vs EDM,0,1,0,0,0,0,0,3,5,0.0,50.0,0.0,50.0,27.0,44.0,41.8
262,Arizona Coyotes,2022/01/19@ NJD,1,0,0,2,1,1,0,4,1,0.0,50.0,0.0,50.0,17.0,36.0,51.9
263,Arizona Coyotes,2024/03/10@ CHI,0,1,0,0,0,0,0,4,7,0.0,60.0,0.0,60.0,36.0,41.0,43.1
264,Arizona Coyotes,2021/12/10vs FLA,0,1,0,0,0,0,0,1,3,20.0,75.0,20.0,75.0,23.0,23.0,54.6
265,Arizona Coyotes,2021/10/29@ WSH,0,1,0,0,0,0,0,0,2,0.0,83.3,0.0,83.3,16.0,32.0,50.0
266,Arizona Coyotes,2023/03/26vs COL,0,0,1,1,0,0,0,3,3,0.0,66.7,0.0,66.7,30.0,32.0,52.4
267,Arizona Coyotes,2021/11/18vs CBJ,0,0,1,1,0,0,0,4,4,0.0,50.0,0.0,50.0,29.0,46.0,47.4
268,Arizona Coyotes,2024/01/25@ TBL,0,1,0,0,0,0,0,3,6,0.0,66.7,0.0,66.7,20.0,37.0,55.8
269,Arizona Coyotes,2023/11/25@ VGK,1,0,0,2,1,1,0,2,0,0.0,100.0,0.0,100.0,18.0,34.0,37.0
270,Arizona Coyotes,2021/10/31@ CAR,0,1,0,0,0,0,0,1,2,0.0,80.0,0.0,80.0,23.0,39.0,35.7
271,Arizona Coyotes,2023/02/06vs MIN,1,0,0,2,1,1,0,3,2,16.7,100.0,16.7,100.0,36.0,35.0,53.6
272,Arizona Coyotes,2024/01/09vs BOS,1,0,0,2,0,1,0,4,3,33.3,50.0,33.3,50.0,36.0,33.0,41.8
273,Arizona Coyotes,2021/11/13@ NSH,0,1,0,0,0,0,0,1,4,16.7,66.7,16.7,66.7,23.0,24.0,51.8
274,Arizona Coyotes,2022/11/05@ WSH,1,0,0,2,1,1,0,3,2,0.0,66.7,0.0,66.7,26.0,36.0,43.9
275,Arizona Coyotes,2022/03/20@ SJS,0,1,0,0,0,0,0,2,4,50.0,100.0,50.0,100.0,25.0,29.0,49.0
276,Arizona Coyotes,2022/12/21@ VGK,0,1,0,0,0,0,0,2,5,0.0,50.0,-50.0,50.0,23.0,34.0,46.3
277,Arizona Coyotes,2023/02/10@ CHI,0,0,1,1,0,0,0,3,4,0.0,100.0,0.0,100.0,26.0,44.0,46.2
278,Arizona Coyotes,2022/03/08@ DET,1,0,0,2,1,1,0,9,2,0.0,50.0,0.0,50.0,30.0,28.0,35.5
279,Arizona Coyotes,2022/03/28@ EDM,0,1,0,0,0,0,0,1,6,25.0,66.7,25.0,66.7,32.0,42.0,51.7
280,Arizona Coyotes,2023/12/02vs STL,1,0,0,2,1,1,0,4,1,50.0,100.0,50.0,100.0,22.0,32.0,60.0
281,Arizona Coyotes,2022/11/12@ NJD,0,1,0,0,0,0,0,2,4,50.0,87.5,50.0,87.5,18.0,26.0,41.8
282,Arizona Coyotes,2023/10/27vs LAK,0,1,0,0,0,0,0,4,5,0.0,80.0,0.0,80.0,24.0,41.0,47.8
283,Arizona Coyotes,2023/04/06@ SEA,0,1,0,0,0,0,0,2,4,0.0,100.0,0.0,100.0,29.0,33.0,56.1
284,Arizona Coyotes,2023/03/01@ DAL,0,1,0,0,0,0,0,2,4,20.0,75.0,0.0,75.0,20.0,41.0,35.9
285,Arizona Coyotes,2023/02/11@ STL,0,0,1,1,0,0,0,5,6,50.0,100.0,50.0,100.0,28.0,37.0,33.3
286,Arizona Coyotes,2023/11/07vs SEA,1,0,0,2,0,0,1,3,3,50.0,66.7,50.0,66.7,27.0,38.0,50.0
287,Arizona Coyotes,2022/11/01vs FLA,1,0,0,2,1,1,0,3,1,50.0,100.0,50.0,100.0,21.0,42.0,43.1
288,Arizona Coyotes,2022/03/19vs PIT,0,1,0,0,0,0,0,1,4,0.0,100.0,0.0,100.0,21.0,49.0,51.0
289,Arizona Coyotes,2023/12/09@ BOS,0,1,0,0,0,0,0,3,5,0.0,66.7,0.0,66.7,33.0,29.0,30.0
290,Arizona Coyotes,2023/12/12@ PIT,0,1,0,0,0,0,0,2,4,40.0,60.0,20.0,60.0,21.0,43.0,37.9
291,Arizona Coyotes,2024/01/07vs WPG,0,1,0,0,0,0,0,2,6,0.0,100.0,0.0,100.0,17.0,36.0,48.4
292,Arizona Coyotes,2023/04/10vs SEA,0,1,0,0,0,0,0,1,4,0.0,50.0,0.0,50.0,23.0,37.0,54.2
293,Arizona Coyotes,2022/02/19vs LAK,0,1,0,0,0,0,0,3,5,0.0,50.0,0.0,50.0,23.0,39.0,38.6
294,Arizona Coyotes,2022/03/03vs COL,1,0,0,2,1,1,0,2,1,0.0,100.0,0.0,100.0,29.0,43.0,52.5
295,Arizona Coyotes,2022/02/20vs DAL,1,0,0,2,1,1,0,3,1,33.3,100.0,33.3,100.0,27.0,33.0,39.6
296,Arizona Coyotes,2024/01/16@ CGY,0,0,1,1,0,0,0,2,3,0.0,80.0,0.0,80.0,25.0,30.0,40.7
297,Arizona Coyotes,2022/12/16vs NYI,1,0,0,2,1,1,0,5,4,0.0,100.0,0.0,100.0,29.0,34.0,48.4
298,Arizona Coyotes,2023/01/17vs DET,1,0,0,2,0,0,1,3,3,0.0,66.7,0.0,66.7,23.0,40.0,55.6
299,Arizona Coyotes,2023/01/19vs WSH,0,1,0,0,0,0,0,0,4,0.0,75.0,0.0,75.0,26.0,33.0,47.2
300,Arizona Coyotes,2022/12/23vs LAK,1,0,0,2,0,0,1,1,1,16.7,50.0,16.7,50.0,24.0,27.0,42.2
301,Arizona Coyotes,2023/02/15vs TBL,1,0,0,2,0,0,1,0,0,0.0,100.0,0.0,100.0,26.0,47.0,52.1
302,Arizona Coyotes,2022/12/11vs PHI,1,0,0,2,0,1,0,5,4,100.0,100.0,100.0,100.0,29.0,41.0,53.3
303,Arizona Coyotes,2023/01/15@ WPG,0,1,0,0,0,0,0,1,2,0.0,50.0,0.0,50.0,21.0,24.0,37.0
304,Arizona Coyotes,2022/10/28vs WPG,0,0,1,1,0,0,0,2,3,0.0,100.0,0.0,100.0,21.0,35.0,59.3
305,Arizona Coyotes,2023/01/28@ ANA,0,0,1,1,0,0,0,1,2,0.0,100.0,0.0,100.0,34.0,45.0,55.7
306,Arizona Coyotes,2024/03/01@ OTT,1,0,0,2,1,1,0,5,3,50.0,66.7,50.0,66.7,30.0,37.0,47.7
307,Arizona Coyotes,2023/01/22vs VGK,1,0,0,2,1,1,0,4,1,0.0,75.0,0.0,75.0,23.0,36.0,37.5
308,Arizona Coyotes,2023/11/11@ NSH,1,0,0,2,1,1,0,7,5,50.0,75.0,50.0,75.0,25.0,42.0,52.9
309,Arizona Coyotes,2022/03/22vs SEA,0,1,0,0,0,0,0,2,4,33.3,66.7,33.3,66.7,26.0,39.0,44.2
310,Arizona Coyotes,2024/01/18@ VAN,0,1,0,0,0,0,0,1,2,0.0,80.0,0.0,80.0,21.0,26.0,28.3
311,Arizona Coyotes,2021/11/20vs DET,1,0,0,2,0,1,0,2,1,0.0,100.0,0.0,100.0,29.0,34.0,63.0
312,Arizona Coyotes,2022/12/01@ LAK,0,1,0,0,0,0,0,3,5,0.0,50.0,0.0,75.0,21.0,32.0,52.6
313,Arizona Coyotes,2024/02/18@ COL,0,1,0,0,0,0,0,3,4,16.7,100.0,16.7,100.0,30.0,37.0,43.1
314,Arizona Coyotes,2023/12/29@ ANA,1,0,0,2,1,1,0,2,0,33.3,100.0,33.3,100.0,32.0,28.0,41.3
315,Arizona Coyotes,2023/01/24vs ANA,0,1,0,0,0,0,0,2,5,25.0,66.7,25.0,66.7,39.0,43.0,50.8
316,Arizona Coyotes,2022/04/03@ CHI,1,0,0,2,0,1,0,3,2,50.0,66.7,50.0,66.7,35.0,31.0,38.5
317,Arizona Coyotes,2024/03/14@ DET,1,0,0,2,1,1,0,4,1,0.0,75.0,0.0,100.0,27.0,29.0,38.1
318,Arizona Coyotes,2022/01/17vs MTL,1,0,0,2,1,1,0,5,2,0.0,66.7,0.0,66.7,23.0,26.0,50.9
319,Arizona Coyotes,2023/03/16vs VAN,1,0,0,2,1,1,0,3,2,66.7,100.0,66.7,100.0,27.0,31.0,59.6
320,Arizona Coyotes,2024/02/12@ PHI,0,1,0,0,0,0,0,3,5,0.0,100.0,0.0,100.0,23.0,34.0,41.4
321,Arizona Coyotes,2022/12/27vs COL,1,0,0,2,1,1,0,6,3,33.3,0.0,33.3,0.0,33.0,31.0,40.0
322,Arizona Coyotes,2021/12/28@ SJS,0,0,1,1,0,0,0,7,7,66.7,100.0,66.7,100.0,46.0,27.0,56.9
323,Arizona Coyotes,2024/03/16vs NJD,1,0,0,2,1,1,0,4,1,50.0,100.0,50.0,100.0,32.0,38.0,42.9
324,Arizona Coyotes,2023/03/31vs DAL,0,1,0,0,0,0,0,2,5,50.0,80.0,50.0,80.0,18.0,31.0,36.5
325,Arizona Coyotes,2024/02/14vs MIN,0,1,0,0,0,0,0,1,3,0.0,80.0,0.0,80.0,26.0,43.0,50.0
326,Arizona Coyotes,2023/11/01@ ANA,0,0,1,1,0,0,0,3,4,0.0,50.0,0.0,50.0,35.0,29.0,58.2
327,Arizona Coyotes,2023/11/02vs MTL,1,0,0,2,1,1,0,3,2,25.0,80.0,25.0,80.0,35.0,30.0,36.5
328,Arizona Coyotes,2023/11/20vs LAK,0,1,0,0,0,0,0,1,4,0.0,100.0,-16.7,100.0,31.0,25.0,44.4
329,Arizona Coyotes,2023/03/18vs CHI,1,0,0,2,1,1,0,4,2,0.0,80.0,0.0,80.0,21.0,34.0,37.8
330,Arizona Coyotes,2022/11/08@ BUF,1,0,0,2,1,1,0,4,1,33.3,75.0,33.3,75.0,24.0,33.0,39.7
331,Arizona Coyotes,2024/01/11vs CGY,0,1,0,0,0,0,0,2,6,0.0,66.7,-100.0,66.7,34.0,30.0,41.2
332,Arizona Coyotes,2023/02/22vs CGY,0,1,0,0,0,0,0,3,6,50.0,40.0,50.0,40.0,14.0,51.0,47.5
333,Arizona Coyotes,2023/12/16vs BUF,1,0,0,2,1,1,0,2,0,0.0,100.0,0.0,100.0,22.0,28.0,55.3
334,Arizona Coyotes,2024/02/19vs EDM,0,1,0,0,0,0,0,3,6,50.0,50.0,50.0,50.0,25.0,26.0,42.0
335,Arizona Coyotes,2023/03/12vs MIN,1,0,0,2,0,1,0,5,4,50.0,100.0,50.0,100.0,23.0,34.0,54.4
336,Arizona Coyotes,2023/10/30vs CHI,1,0,0,2,1,1,0,8,1,25.0,100.0,25.0,100.0,33.0,30.0,44.1
337,Arizona Coyotes,2021/12/11vs PHI,0,1,0,0,0,0,0,3,5,0.0,66.7,0.0,66.7,32.0,34.0,47.1
338,Arizona Coyotes,2023/03/09vs NSH,1,0,0,2,1,1,0,4,1,25.0,100.0,25.0,100.0,43.0,40.0,36.1
339,Arizona Coyotes,2024/01/20vs NSH,1,0,0,2,1,1,0,3,2,0.0,83.3,0.0,83.3,24.0,32.0,52.6
340,Arizona Coyotes,2021/11/30@ MIN,0,1,0,0,0,0,0,2,5,0.0,100.0,0.0,100.0,31.0,37.0,50.9
341,Arizona Coyotes,2021/11/05@ ANA,0,1,0,0,0,0,0,1,3,0.0,75.0,0.0,75.0,29.0,31.0,43.3
342,Arizona Coyotes,2023/12/04vs WSH,1,0,0,2,1,1,0,6,0,50.0,100.0,50.0,125.0,27.0,26.0,55.4
343,Arizona Coyotes,2022/01/28vs BOS,0,1,0,0,0,0,0,1,2,0.0,75.0,0.0,75.0,31.0,37.0,41.1
344,Arizona Coyotes,2022/01/22@ NYR,0,1,0,0,0,0,0,3,7,0.0,50.0,-20.0,50.0,29.0,27.0,62.0
345,Arizona Coyotes,2023/03/05vs NJD,0,0,1,1,0,0,0,4,5,0.0,0.0,0.0,0.0,29.0,40.0,52.9
346,Arizona Coyotes,2022/11/21@ NSH,0,0,1,1,0,0,0,3,3,0.0,71.4,0.0,85.7,27.0,45.0,45.3
347,Arizona Coyotes,2022/11/13@ NYR,0,1,0,0,0,0,0,1,4,16.7,75.0,16.7,75.0,32.0,27.0,61.5
348,Arizona Coyotes,2021/12/15vs NYR,0,1,0,0,0,0,0,2,3,0.0,33.3,0.0,66.7,31.0,30.0,33.9
349,Arizona Coyotes,2023/12/15vs SJS,1,0,0,2,1,1,0,1,0,0.0,--,0.0,--,24.0,21.0,62.5
350,Arizona Coyotes,2022/12/03@ VAN,0,0,1,1,0,0,0,2,3,33.3,75.0,33.3,75.0,23.0,32.0,40.7
351,Arizona Coyotes,2023/12/11@ BUF,0,1,0,0,0,0,0,2,5,0.0,100.0,0.0,150.0,23.0,38.0,41.8
352,Arizona Coyotes,2022/02/02vs CGY,0,1,0,0,0,0,0,2,4,0.0,100.0,0.0,100.0,28.0,50.0,46.6
353,Arizona Coyotes,2022/03/27@ WPG,0,0,1,1,0,0,0,1,2,--,100.0,--,100.0,29.0,40.0,44.9
354,Arizona Coyotes,2022/10/20@ MTL,0,1,0,0,0,0,0,2,6,0.0,100.0,-33.3,100.0,27.0,30.0,53.3
355,Arizona Coyotes,2023/04/03@ SEA,0,1,0,0,0,0,0,1,8,0.0,71.4,-33.3,71.4,21.0,32.0,44.8
356,Arizona Coyotes,2024/03/22vs SEA,1,0,0,2,0,1,0,2,1,0.0,100.0,0.0,100.0,26.0,28.0,48.2
357,Arizona Coyotes,2021/11/16@ STL,1,0,0,2,1,1,0,3,2,100.0,100.0,100.0,100.0,23.0,36.0,48.4
358,Arizona Coyotes,2023/02/19vs CBJ,1,0,0,2,0,1,0,3,2,0.0,66.7,0.0,66.7,25.0,36.0,46.6
359,Arizona Coyotes,2023/11/22vs STL,0,1,0,0,0,0,0,5,6,0.0,100.0,-100.0,100.0,25.0,31.0,38.7
360,Arizona Coyotes,2023/11/16@ CBJ,1,0,0,2,1,1,0,3,2,50.0,100.0,50.0,100.0,32.0,41.0,46.6
361,Arizona Coyotes,2023/04/13vs VAN,0,0,1,1,0,0,0,4,5,0.0,50.0,0.0,50.0,28.0,24.0,46.8
362,Arizona Coyotes,2024/03/08vs DET,1,0,0,2,1,1,0,4,0,50.0,100.0,50.0,100.0,24.0,28.0,52.1
363,Arizona Coyotes,2022/10/25@ CBJ,1,0,0,2,1,1,0,6,3,33.3,100.0,33.3,100.0,19.0,33.0,46.3
364,Arizona Coyotes,2022/04/23vs STL,0,0,1,1,0,0,0,4,5,0.0,75.0,0.0,75.0,20.0,33.0,33.3
365,Arizona Coyotes,2023/11/18@ WPG,0,1,0,0,0,0,0,2,5,0.0,100.0,0.0,100.0,18.0,26.0,51.6
366,Arizona Coyotes,2021/11/06vs SEA,1,0,0,2,1,1,0,5,4,100.0,100.0,100.0,100.0,22.0,31.0,57.1
367,Arizona Coyotes,2022/04/26@ MIN,1,0,0,2,1,1,0,5,3,25.0,100.0,25.0,100.0,26.0,38.0,54.2
368,Arizona Coyotes,2023/01/06@ CHI,0,1,0,0,0,0,0,0,2,0.0,100.0,0.0,100.0,22.0,32.0,30.0
369,Arizona Coyotes,2022/04/22vs WSH,0,1,0,0,0,0,0,0,2,--,100.0,--,100.0,19.0,29.0,49.1
370,Arizona Coyotes,2022/02/01@ COL,1,0,0,2,0,0,1,2,2,0.0,100.0,0.0,100.0,24.0,40.0,59.0
371,Arizona Coyotes,2024/03/03@ WSH,1,0,0,2,1,1,0,5,2,33.3,71.4,33.3,71.4,28.0,26.0,54.2
372,Arizona Coyotes,2022/10/13@ PIT,0,1,0,0,0,0,0,2,6,40.0,66.7,40.0,66.7,28.0,53.0,41.5
373,Arizona Coyotes,2023/12/23@ COL,0,1,0,0,0,0,0,1,4,33.3,100.0,33.3,100.0,25.0,26.0,43.2
374,Arizona Coyotes,2022/03/10@ TOR,1,0,0,2,0,1,0,5,4,0.0,--,0.0,--,23.0,38.0,50.0
375,Arizona Coyotes,2024/01/02vs FLA,0,1,0,0,0,0,0,1,4,0.0,80.0,0.0,100.0,22.0,38.0,34.5
376,Arizona Coyotes,2022/04/07vs VAN,0,1,0,0,0,0,0,1,5,0.0,0.0,0.0,0.0,28.0,32.0,27.5
377,Arizona Coyotes,2021/10/28@ TBL,0,1,0,0,0,0,0,1,5,0.0,75.0,0.0,75.0,25.0,28.0,60.7
378,Arizona Coyotes,2023/01/14@ MIN,0,1,0,0,0,0,0,1,2,0.0,50.0,0.0,50.0,28.0,27.0,42.6
379,Arizona Coyotes,2024/02/08vs VGK,0,1,0,0,0,0,0,2,3,0.0,100.0,0.0,100.0,22.0,34.0,60.4
380,Arizona Coyotes,2022/12/17vs BUF,0,1,0,0,0,0,0,2,5,16.7,60.0,16.7,60.0,31.0,43.0,52.5
381,Arizona Coyotes,2024/03/20@ DAL,0,1,0,0,0,0,0,2,5,0.0,100.0,0.0,100.0,25.0,33.0,43.1
382,Arizona Coyotes,2022/12/09vs BOS,1,0,0,2,1,1,0,4,3,0.0,66.7,0.0,66.7,16.0,46.0,37.7
383,Arizona Coyotes,2023/04/01vs SJS,0,1,0,0,0,0,0,2,7,50.0,57.1,50.0,57.1,31.0,31.0,40.9
384,Arizona Coyotes,2024/03/05vs CHI,0,1,0,0,0,0,0,2,5,0.0,20.0,0.0,20.0,39.0,32.0,49.2
385,Arizona Coyotes,2022/12/07@ EDM,0,1,0,0,0,0,0,2,8,0.0,60.0,0.0,60.0,18.0,35.0,49.0
386,Arizona Coyotes,2023/02/28vs CHI,1,0,0,2,1,1,0,4,1,0.0,100.0,0.0,100.0,33.0,24.0,43.8
387,Arizona Coyotes,2023/01/26vs STL,1,0,0,2,1,1,0,5,0,50.0,100.0,50.0,100.0,25.0,33.0,43.4
388,Arizona Coyotes,2023/02/26vs NSH,0,1,0,0,0,0,0,2,6,0.0,33.3,0.0,66.7,27.0,34.0,48.2
389,Arizona Coyotes,2022/04/29vs NSH,1,0,0,2,1,1,0,5,4,0.0,100.0,0.0,100.0,27.0,33.0,50.8
390,Arizona Coyotes,2022/03/15@ MTL,1,0,0,2,1,1,0,6,3,25.0,66.7,25.0,66.7,19.0,39.0,53.5
391,Arizona Coyotes,2022/10/22@ OTT,0,1,0,0,0,0,0,2,6,20.0,75.0,20.0,75.0,22.0,32.0,37.5
392,Arizona Coyotes,2023/02/18@ LAK,0,0,1,1,0,0,0,5,5,33.3,75.0,33.3,75.0,32.0,37.0,48.1
393,Arizona Coyotes,2023/03/27vs EDM,0,1,0,0,0,0,0,4,5,25.0,50.0,0.0,50.0,33.0,29.0,52.5
394,Arizona Coyotes,2024/02/27@ MTL,0,1,0,0,0,0,0,2,4,0.0,--,0.0,--,38.0,21.0,42.6
395,Arizona Coyotes,2022/03/14@ OTT,1,0,0,2,1,1,0,5,3,50.0,66.7,50.0,100.0,15.0,43.0,40.0
396,Arizona Coyotes,2022/04/12vs NJD,0,1,0,0,0,0,0,2,6,25.0,100.0,25.0,100.0,21.0,38.0,51.0
397,Arizona Coyotes,2021/10/14@ CBJ,0,1,0,0,0,0,0,2,8,25.0,33.3,25.0,33.3,38.0,26.0,45.0
