,team,date,win,loss,ot,points,RW,ROW,SOW,goals,goals_against,power_play,penalty_kill,net_ppp,net_pkp,shots,shots_against,FOWp
1482,Chicago Blackhawks,2021/11/21@ VAN,1,0,0,2,1,1,0,1,0,0.0,100.0,0.0,100.0,24.0,40.0,46.0
1483,Chicago Blackhawks,2023/03/23@ WSH,0,1,0,0,0,0,0,1,6,0.0,50.0,0.0,50.0,28.0,28.0,44.4
1484,Chicago Blackhawks,2022/04/20@ ARI,1,0,0,2,0,1,0,4,3,0.0,100.0,0.0,100.0,40.0,35.0,61.0
1485,Chicago Blackhawks,2022/11/10@ LAK,0,0,1,1,0,0,0,1,2,25.0,100.0,25.0,100.0,32.0,35.0,68.4
1486,Chicago Blackhawks,2023/10/19@ COL,0,1,0,0,0,0,0,0,4,0.0,66.7,-25.0,66.7,18.0,41.0,47.2
1487,Chicago Blackhawks,2022/10/13@ VGK,0,1,0,0,0,0,0,0,1,0.0,100.0,0.0,100.0,27.0,37.0,50.9
1488,Chicago Blackhawks,2021/11/03vs CAR,0,1,0,0,0,0,0,3,4,0.0,100.0,0.0,100.0,30.0,32.0,52.7
1489,Chicago Blackhawks,2022/03/28vs BUF,0,1,0,0,0,0,0,5,6,100.0,33.3,100.0,33.3,21.0,37.0,51.0
1490,Chicago Blackhawks,2021/10/30@ STL,0,1,0,0,0,0,0,0,1,0.0,66.7,0.0,66.7,25.0,37.0,45.3
1491,Chicago Blackhawks,2024/01/24@ SEA,0,1,0,0,0,0,0,2,6,33.3,100.0,33.3,100.0,34.0,28.0,49.3
1492,Chicago Blackhawks,2024/02/19@ CAR,0,1,0,0,0,0,0,3,6,50.0,75.0,50.0,75.0,17.0,42.0,45.3
1493,Chicago Blackhawks,2021/12/09@ MTL,1,0,0,2,1,1,0,2,0,50.0,100.0,50.0,100.0,25.0,30.0,46.5
1494,Chicago Blackhawks,2023/11/30@ DET,0,1,0,0,0,0,0,1,5,33.3,50.0,0.0,50.0,35.0,29.0,42.6
1495,Chicago Blackhawks,2023/01/08vs CGY,1,0,0,2,0,1,0,4,3,0.0,33.3,0.0,33.3,25.0,47.0,46.2
1496,Chicago Blackhawks,2023/01/17vs BUF,1,0,0,2,0,1,0,4,3,0.0,100.0,-100.0,100.0,26.0,33.0,58.1
1497,Chicago Blackhawks,2024/02/23vs WPG,0,0,1,1,0,0,0,2,3,0.0,100.0,0.0,100.0,35.0,31.0,50.0
1498,Chicago Blackhawks,2022/04/21@ LAK,0,1,0,0,0,0,0,1,4,33.3,66.7,33.3,66.7,16.0,36.0,52.4
1499,Chicago Blackhawks,2023/03/18@ ARI,0,1,0,0,0,0,0,2,4,20.0,100.0,20.0,100.0,34.0,21.0,62.2
1500,Chicago Blackhawks,2024/01/09vs EDM,0,1,0,0,0,0,0,1,2,0.0,100.0,0.0,100.0,26.0,15.0,35.9
1501,Chicago Blackhawks,2022/02/09@ EDM,1,0,0,2,1,1,0,4,1,50.0,75.0,50.0,75.0,30.0,41.0,39.0
1502,Chicago Blackhawks,2022/12/31@ CBJ,0,1,0,0,0,0,0,1,4,0.0,66.7,-40.0,66.7,28.0,38.0,59.4
1503,Chicago Blackhawks,2022/03/12@ OTT,1,0,0,2,1,1,0,6,3,33.3,100.0,0.0,100.0,28.0,23.0,56.5
1504,Chicago Blackhawks,2022/03/26@ VGK,0,0,1,1,0,0,0,4,5,0.0,100.0,0.0,100.0,34.0,34.0,37.9
1505,Chicago Blackhawks,2023/01/14vs SEA,0,1,0,0,0,0,0,5,8,100.0,100.0,100.0,100.0,27.0,30.0,48.4
1506,Chicago Blackhawks,2023/12/17vs VAN,0,1,0,0,0,0,0,3,4,50.0,75.0,50.0,75.0,28.0,27.0,44.7
1507,Chicago Blackhawks,2022/12/09vs WPG,0,1,0,0,0,0,0,1,3,0.0,75.0,0.0,75.0,23.0,32.0,64.2
1508,Chicago Blackhawks,2023/03/04vs NSH,0,1,0,0,0,0,0,1,3,0.0,66.7,0.0,66.7,28.0,25.0,46.2
1509,Chicago Blackhawks,2023/10/21vs VGK,0,1,0,0,0,0,0,3,5,20.0,60.0,20.0,60.0,24.0,24.0,42.4
1510,Chicago Blackhawks,2021/10/21vs VAN,0,1,0,0,0,0,0,1,4,25.0,75.0,25.0,75.0,30.0,25.0,44.8
1511,Chicago Blackhawks,2022/01/26@ DET,1,0,0,2,1,1,0,8,5,66.7,66.7,66.7,66.7,38.0,33.0,50.8
1512,Chicago Blackhawks,2022/02/02vs MIN,0,1,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,30.0,35.0,52.5
1513,Chicago Blackhawks,2023/01/26@ CGY,1,0,0,2,1,1,0,5,1,0.0,100.0,0.0,100.0,29.0,35.0,56.1
1514,Chicago Blackhawks,2024/03/04@ COL,0,1,0,0,0,0,0,0,5,0.0,50.0,0.0,50.0,37.0,37.0,47.8
1515,Chicago Blackhawks,2022/02/17vs CBJ,0,1,0,0,0,0,0,4,7,25.0,66.7,25.0,66.7,32.0,37.0,42.6
1516,Chicago Blackhawks,2021/10/27vs TOR,0,0,1,1,0,0,0,2,3,33.3,100.0,33.3,100.0,29.0,40.0,41.8
1517,Chicago Blackhawks,2023/12/14@ SEA,0,1,0,0,0,0,0,1,7,0.0,50.0,0.0,50.0,22.0,29.0,43.1
1518,Chicago Blackhawks,2023/11/16vs TBL,0,1,0,0,0,0,0,2,4,50.0,66.7,50.0,66.7,14.0,32.0,58.6
1519,Chicago Blackhawks,2024/02/21vs PHI,0,1,0,0,0,0,0,1,3,0.0,--,0.0,--,22.0,33.0,50.0
1520,Chicago Blackhawks,2024/02/15vs PIT,0,1,0,0,0,0,0,1,4,0.0,100.0,-50.0,100.0,28.0,27.0,36.2
1521,Chicago Blackhawks,2023/02/15@ TOR,0,1,0,0,0,0,0,2,5,0.0,100.0,0.0,100.0,29.0,42.0,44.2
1522,Chicago Blackhawks,2022/04/03vs ARI,0,0,1,1,0,0,0,2,3,33.3,50.0,33.3,50.0,31.0,35.0,61.5
1523,Chicago Blackhawks,2022/04/14vs SJS,1,0,0,2,0,0,1,4,4,33.3,100.0,33.3,100.0,32.0,37.0,63.9
1524,Chicago Blackhawks,2024/01/22@ VAN,0,1,0,0,0,0,0,0,2,0.0,100.0,0.0,100.0,31.0,29.0,55.3
1525,Chicago Blackhawks,2022/03/19@ MIN,0,1,0,0,0,0,0,1,3,0.0,100.0,0.0,100.0,22.0,34.0,62.5
1526,Chicago Blackhawks,2023/11/22@ CBJ,0,1,0,0,0,0,0,3,7,0.0,66.7,0.0,66.7,36.0,26.0,50.0
1527,Chicago Blackhawks,2022/01/08@ VGK,1,0,0,2,1,1,0,2,1,0.0,--,0.0,--,21.0,31.0,48.0
1528,Chicago Blackhawks,2022/12/27@ CAR,0,1,0,0,0,0,0,0,3,0.0,100.0,0.0,100.0,24.0,49.0,55.8
1529,Chicago Blackhawks,2023/02/21vs VGK,1,0,0,2,0,0,1,2,2,33.3,100.0,33.3,100.0,39.0,36.0,46.6
1530,Chicago Blackhawks,2022/03/05@ PHI,0,1,0,0,0,0,0,3,4,0.0,100.0,0.0,100.0,29.0,27.0,45.1
1531,Chicago Blackhawks,2024/02/25vs DET,0,0,1,1,0,0,0,2,3,100.0,--,100.0,--,36.0,31.0,42.9
1532,Chicago Blackhawks,2023/03/14vs BOS,1,0,0,2,1,1,0,6,3,33.3,100.0,33.3,100.0,29.0,42.0,42.7
1533,Chicago Blackhawks,2024/01/05@ NJD,0,1,0,0,0,0,0,2,4,20.0,100.0,20.0,116.7,25.0,32.0,34.6
1534,Chicago Blackhawks,2023/12/02@ WPG,0,1,0,0,0,0,0,1,3,0.0,75.0,0.0,75.0,21.0,28.0,48.0
1535,Chicago Blackhawks,2022/11/05@ WPG,0,1,0,0,0,0,0,0,4,0.0,25.0,-33.3,25.0,30.0,37.0,51.9
1536,Chicago Blackhawks,2023/03/06vs OTT,1,0,0,2,1,1,0,5,0,0.0,100.0,0.0,100.0,21.0,35.0,43.1
1537,Chicago Blackhawks,2022/01/24@ COL,0,1,0,0,0,0,0,0,2,0.0,50.0,0.0,50.0,24.0,29.0,44.2
1538,Chicago Blackhawks,2023/01/28@ EDM,0,1,0,0,0,0,0,3,7,33.3,33.3,33.3,33.3,29.0,43.0,42.7
1539,Chicago Blackhawks,2022/01/13vs MTL,1,0,0,2,0,1,0,3,2,25.0,75.0,25.0,75.0,31.0,29.0,45.8
1540,Chicago Blackhawks,2023/03/02vs DAL,0,1,0,0,0,0,0,2,5,0.0,33.3,0.0,33.3,21.0,36.0,48.2
1541,Chicago Blackhawks,2021/11/09vs PIT,1,0,0,2,0,0,1,2,2,0.0,100.0,0.0,100.0,32.0,44.0,52.5
1542,Chicago Blackhawks,2024/03/21@ ANA,0,1,0,0,0,0,0,0,4,0.0,80.0,0.0,80.0,29.0,25.0,41.7
1543,Chicago Blackhawks,2024/03/02vs CBJ,0,1,0,0,0,0,0,2,5,0.0,100.0,0.0,100.0,28.0,31.0,53.1
1544,Chicago Blackhawks,2021/10/24vs DET,0,1,0,0,0,0,0,3,6,20.0,87.5,20.0,87.5,35.0,37.0,52.7
1545,Chicago Blackhawks,2021/11/28vs SJS,0,1,0,0,0,0,0,0,2,0.0,100.0,0.0,100.0,29.0,22.0,46.8
1546,Chicago Blackhawks,2021/11/05@ WPG,0,1,0,0,0,0,0,1,5,0.0,66.7,0.0,100.0,18.0,33.0,46.9
1547,Chicago Blackhawks,2023/12/10vs WSH,0,1,0,0,0,0,0,2,4,0.0,100.0,0.0,100.0,34.0,27.0,60.4
1548,Chicago Blackhawks,2024/03/19@ LAK,0,1,0,0,0,0,0,2,6,25.0,0.0,25.0,0.0,24.0,24.0,40.7
1549,Chicago Blackhawks,2023/03/30vs STL,0,1,0,0,0,0,0,3,5,66.7,100.0,66.7,100.0,33.0,29.0,39.1
1550,Chicago Blackhawks,2023/11/18@ NSH,0,1,0,0,0,0,0,2,4,0.0,66.7,0.0,66.7,31.0,31.0,43.9
1551,Chicago Blackhawks,2023/04/08@ SEA,0,1,0,0,0,0,0,3,7,33.3,66.7,33.3,66.7,29.0,31.0,58.1
1552,Chicago Blackhawks,2021/12/18@ DAL,0,0,1,1,0,0,0,3,4,33.3,62.5,33.3,62.5,23.0,39.0,38.6
1553,Chicago Blackhawks,2024/01/25@ EDM,0,1,0,0,0,0,0,0,3,--,0.0,--,0.0,27.0,34.0,41.5
1554,Chicago Blackhawks,2022/11/20vs PIT,0,1,0,0,0,0,0,3,5,0.0,100.0,0.0,100.0,32.0,25.0,45.2
1555,Chicago Blackhawks,2021/10/19vs NYI,0,1,0,0,0,0,0,1,4,0.0,100.0,0.0,100.0,40.0,29.0,42.9
1556,Chicago Blackhawks,2022/10/23vs SEA,1,0,0,2,1,1,0,5,4,66.7,100.0,66.7,125.0,27.0,34.0,69.5
1557,Chicago Blackhawks,2021/10/16@ PIT,0,1,0,0,0,0,0,2,5,33.3,100.0,33.3,100.0,20.0,26.0,54.1
1558,Chicago Blackhawks,2022/11/19@ BOS,0,1,0,0,0,0,0,1,6,33.3,33.3,33.3,33.3,18.0,43.0,55.6
1559,Chicago Blackhawks,2023/03/08@ DET,0,1,0,0,0,0,0,3,4,33.3,66.7,33.3,66.7,20.0,41.0,42.2
1560,Chicago Blackhawks,2022/04/25vs PHI,1,0,0,2,1,1,0,3,1,0.0,100.0,0.0,100.0,33.0,34.0,53.9
1561,Chicago Blackhawks,2023/03/26vs VAN,0,1,0,0,0,0,0,2,4,0.0,66.7,0.0,100.0,31.0,31.0,50.0
1562,Chicago Blackhawks,2022/12/15vs VGK,0,1,0,0,0,0,0,1,4,0.0,0.0,-50.0,0.0,25.0,25.0,54.4
1563,Chicago Blackhawks,2023/02/22@ DAL,1,0,0,2,1,1,0,4,3,50.0,66.7,50.0,66.7,23.0,32.0,56.3
1564,Chicago Blackhawks,2022/11/23@ DAL,0,1,0,0,0,0,0,4,6,0.0,50.0,0.0,50.0,31.0,39.0,46.2
1565,Chicago Blackhawks,2022/03/06vs TBL,0,1,0,0,0,0,0,3,6,0.0,100.0,0.0,100.0,27.0,32.0,43.5
1566,Chicago Blackhawks,2023/12/12@ EDM,0,1,0,0,0,0,0,1,4,0.0,50.0,0.0,50.0,23.0,29.0,46.2
1567,Chicago Blackhawks,2024/02/13vs VAN,0,1,0,0,0,0,0,2,4,25.0,100.0,25.0,100.0,24.0,38.0,50.0
1568,Chicago Blackhawks,2023/12/09vs STL,1,0,0,2,1,1,0,3,1,0.0,100.0,-33.3,100.0,24.0,39.0,55.4
1569,Chicago Blackhawks,2021/11/07vs NSH,1,0,0,2,0,1,0,2,1,0.0,100.0,0.0,100.0,32.0,21.0,45.7
1570,Chicago Blackhawks,2022/01/15vs ANA,1,0,0,2,1,1,0,3,0,33.3,100.0,33.3,100.0,36.0,37.0,58.7
1571,Chicago Blackhawks,2022/03/31@ FLA,0,1,0,0,0,0,0,0,4,0.0,66.7,0.0,66.7,37.0,44.0,53.6
1572,Chicago Blackhawks,2022/11/25vs MTL,0,0,1,1,0,0,0,2,2,25.0,50.0,25.0,50.0,32.0,23.0,56.9
1573,Chicago Blackhawks,2023/12/05vs NSH,0,0,1,1,0,0,0,3,3,0.0,50.0,0.0,50.0,28.0,30.0,51.2
1574,Chicago Blackhawks,2023/12/29@ DAL,0,0,1,1,0,0,0,4,5,33.3,66.7,33.3,66.7,29.0,35.0,36.4
1575,Chicago Blackhawks,2023/04/10vs MIN,0,1,0,0,0,0,0,2,4,0.0,100.0,-33.3,100.0,42.0,22.0,64.4
1576,Chicago Blackhawks,2023/02/10vs ARI,1,0,0,2,0,1,0,4,3,0.0,100.0,0.0,100.0,44.0,26.0,53.9
1577,Chicago Blackhawks,2024/01/27@ CGY,0,1,0,0,0,0,0,0,1,0.0,50.0,0.0,50.0,32.0,31.0,52.7
1578,Chicago Blackhawks,2023/02/27@ ANA,0,1,0,0,0,0,0,2,4,50.0,80.0,50.0,80.0,26.0,33.0,46.4
1579,Chicago Blackhawks,2023/12/31@ DAL,0,1,0,0,0,0,0,1,8,33.3,66.7,33.3,66.7,24.0,41.0,45.5
1580,Chicago Blackhawks,2022/03/10@ BOS,0,1,0,0,0,0,0,3,4,33.3,33.3,33.3,33.3,25.0,36.0,47.6
1581,Chicago Blackhawks,2022/03/24@ LAK,1,0,0,2,0,0,1,3,3,0.0,50.0,-25.0,50.0,31.0,46.0,43.1
1582,Chicago Blackhawks,2023/10/30@ ARI,0,1,0,0,0,0,0,1,8,0.0,75.0,0.0,75.0,30.0,33.0,55.9
1583,Chicago Blackhawks,2022/11/14vs CAR,0,1,0,0,0,0,0,0,3,0.0,100.0,0.0,100.0,27.0,32.0,61.3
1584,Chicago Blackhawks,2023/04/01vs NJD,0,1,0,0,0,0,0,3,6,0.0,100.0,0.0,100.0,17.0,40.0,45.1
1585,Chicago Blackhawks,2021/12/07vs NYR,0,1,0,0,0,0,0,2,6,0.0,0.0,0.0,0.0,26.0,30.0,55.9
1586,Chicago Blackhawks,2022/03/20vs WPG,0,1,0,0,0,0,0,4,6,100.0,50.0,100.0,50.0,36.0,32.0,38.9
1587,Chicago Blackhawks,2022/11/03vs LAK,1,0,0,2,0,1,0,2,1,0.0,100.0,0.0,100.0,19.0,33.0,39.6
1588,Chicago Blackhawks,2022/12/21vs NSH,0,1,0,0,0,0,0,2,4,0.0,50.0,0.0,50.0,39.0,37.0,50.0
1589,Chicago Blackhawks,2023/10/27@ VGK,1,0,0,2,0,1,0,4,3,100.0,100.0,100.0,100.0,24.0,21.0,38.5
1590,Chicago Blackhawks,2024/01/11@ WPG,0,1,0,0,0,0,0,1,2,0.0,100.0,0.0,100.0,21.0,28.0,50.0
1591,Chicago Blackhawks,2021/11/12vs ARI,1,0,0,2,1,1,0,2,1,20.0,66.7,20.0,66.7,29.0,23.0,44.9
1592,Chicago Blackhawks,2022/02/20vs FLA,0,1,0,0,0,0,0,2,5,0.0,100.0,0.0,100.0,24.0,25.0,43.6
1593,Chicago Blackhawks,2023/12/19vs COL,1,0,0,2,1,1,0,3,2,16.7,33.3,16.7,33.3,22.0,37.0,47.9
1594,Chicago Blackhawks,2022/01/31vs VAN,0,1,0,0,0,0,0,1,3,0.0,100.0,0.0,100.0,21.0,32.0,42.6
1595,Chicago Blackhawks,2024/01/19vs NYI,1,0,0,2,0,1,0,4,3,0.0,100.0,0.0,100.0,24.0,30.0,45.9
1596,Chicago Blackhawks,2024/03/30@ PHI,1,0,0,2,1,1,0,5,1,33.3,100.0,33.3,100.0,24.0,31.0,39.1
1597,Chicago Blackhawks,2024/02/29vs COL,0,1,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,24.0,33.0,57.5
1598,Chicago Blackhawks,2023/10/11@ BOS,0,1,0,0,0,0,0,1,3,0.0,100.0,0.0,100.0,21.0,33.0,37.0
1599,Chicago Blackhawks,2024/01/04@ NYR,0,1,0,0,0,0,0,1,4,0.0,50.0,0.0,50.0,23.0,32.0,35.6
1600,Chicago Blackhawks,2023/11/26vs STL,0,1,0,0,0,0,0,2,4,0.0,50.0,0.0,50.0,33.0,28.0,52.9
1601,Chicago Blackhawks,2023/02/11@ WPG,0,1,0,0,0,0,0,1,4,0.0,66.7,0.0,66.7,32.0,28.0,49.2
1602,Chicago Blackhawks,2023/03/11@ TBL,0,1,0,0,0,0,0,1,3,0.0,100.0,0.0,100.0,23.0,37.0,42.9
1603,Chicago Blackhawks,2023/11/05vs NJD,0,1,0,0,0,0,0,2,4,0.0,66.7,0.0,66.7,34.0,41.0,53.7
1604,Chicago Blackhawks,2024/01/07vs CGY,1,0,0,2,1,1,0,4,3,33.3,66.7,33.3,66.7,20.0,30.0,43.1
1605,Chicago Blackhawks,2023/03/20@ COL,0,1,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,27.0,32.0,45.6
1606,Chicago Blackhawks,2022/12/06@ NJD,0,1,0,0,0,0,0,0,3,0.0,50.0,0.0,50.0,24.0,29.0,52.1
1607,Chicago Blackhawks,2023/01/22vs LAK,0,1,0,0,0,0,0,1,2,0.0,--,0.0,--,19.0,27.0,60.5
1608,Chicago Blackhawks,2021/11/26vs STL,1,0,0,2,0,1,0,3,2,0.0,0.0,0.0,0.0,27.0,25.0,49.0
1609,Chicago Blackhawks,2021/12/11@ TOR,0,1,0,0,0,0,0,4,5,0.0,33.3,0.0,33.3,35.0,26.0,48.2
1610,Chicago Blackhawks,2023/04/13vs PHI,0,0,1,1,0,0,0,4,5,100.0,0.0,100.0,0.0,38.0,36.0,58.3
1611,Chicago Blackhawks,2023/04/11@ PIT,1,0,0,2,1,1,0,5,2,0.0,80.0,0.0,80.0,27.0,40.0,39.3
1612,Chicago Blackhawks,2022/03/03vs EDM,1,0,0,2,0,1,0,4,3,50.0,75.0,50.0,75.0,32.0,32.0,40.0
1613,Chicago Blackhawks,2022/04/12vs LAK,0,1,0,0,0,0,0,2,5,0.0,100.0,0.0,100.0,20.0,36.0,55.1
1614,Chicago Blackhawks,2024/01/13vs DAL,0,1,0,0,0,0,0,1,3,0.0,66.7,0.0,66.7,35.0,30.0,30.7
1615,Chicago Blackhawks,2022/12/03@ NYR,1,0,0,2,1,1,0,5,2,75.0,75.0,75.0,75.0,21.0,28.0,46.3
1616,Chicago Blackhawks,2024/03/12vs ANA,1,0,0,2,1,1,0,7,2,66.7,100.0,50.0,100.0,31.0,29.0,65.4
1617,Chicago Blackhawks,2021/10/13@ COL,0,1,0,0,0,0,0,2,4,33.3,100.0,33.3,100.0,34.0,36.0,56.4
1618,Chicago Blackhawks,2023/12/22vs MTL,0,1,0,0,0,0,0,2,5,0.0,100.0,0.0,100.0,21.0,28.0,43.1
1619,Chicago Blackhawks,2022/03/15vs BOS,0,0,1,1,0,0,0,1,2,0.0,100.0,0.0,100.0,20.0,48.0,48.3
1620,Chicago Blackhawks,2022/01/06@ ARI,0,1,0,0,0,0,0,4,6,20.0,60.0,20.0,60.0,36.0,26.0,50.0
1621,Chicago Blackhawks,2022/10/30vs MIN,0,0,1,1,0,0,0,3,3,--,100.0,--,100.0,26.0,35.0,62.5
1622,Chicago Blackhawks,2024/03/15vs LAK,0,1,0,0,0,0,0,0,5,0.0,66.7,0.0,66.7,28.0,37.0,47.5
1623,Chicago Blackhawks,2024/03/26vs CGY,1,0,0,2,1,1,0,3,1,50.0,100.0,50.0,100.0,27.0,39.0,38.3
1624,Chicago Blackhawks,2021/11/20@ EDM,0,1,0,0,0,0,0,2,5,0.0,75.0,-66.7,75.0,31.0,33.0,43.8
1625,Chicago Blackhawks,2023/01/03vs TBL,0,1,0,0,0,0,0,1,4,20.0,75.0,0.0,75.0,26.0,29.0,55.7
1626,Chicago Blackhawks,2022/11/01vs NYI,0,1,0,0,0,0,0,1,3,25.0,75.0,25.0,75.0,22.0,33.0,53.1
1627,Chicago Blackhawks,2024/03/09@ WSH,0,1,0,0,0,0,0,1,4,0.0,75.0,0.0,75.0,32.0,26.0,56.0
1628,Chicago Blackhawks,2023/11/04vs FLA,1,0,0,2,1,1,0,5,2,33.3,66.7,33.3,66.7,25.0,40.0,44.2
1629,Chicago Blackhawks,2021/11/01vs OTT,1,0,0,2,1,1,0,5,1,50.0,100.0,50.0,100.0,31.0,30.0,63.0
1630,Chicago Blackhawks,2023/12/23@ STL,0,1,0,0,0,0,0,5,7,50.0,50.0,50.0,75.0,20.0,42.0,39.7
1631,Chicago Blackhawks,2023/12/03@ MIN,0,1,0,0,0,0,0,1,4,33.3,33.3,33.3,33.3,29.0,34.0,53.7
1632,Chicago Blackhawks,2024/03/28@ OTT,0,1,0,0,0,0,0,0,2,0.0,100.0,-50.0,100.0,19.0,34.0,38.6
1633,Chicago Blackhawks,2022/01/11@ CBJ,1,0,0,2,1,1,0,4,2,0.0,100.0,-25.0,100.0,20.0,26.0,60.5
1634,Chicago Blackhawks,2022/10/29@ BUF,0,0,1,1,0,0,0,3,4,25.0,33.3,25.0,33.3,26.0,45.0,72.6
1635,Chicago Blackhawks,2022/12/04@ NYI,0,1,0,0,0,0,0,0,3,0.0,100.0,0.0,100.0,21.0,40.0,57.9
1636,Chicago Blackhawks,2023/12/27vs WPG,1,0,0,2,0,1,0,2,1,0.0,100.0,0.0,100.0,25.0,38.0,53.6
1637,Chicago Blackhawks,2024/03/23@ SJS,1,0,0,2,0,1,0,5,4,0.0,50.0,0.0,50.0,31.0,30.0,45.6
1638,Chicago Blackhawks,2022/11/12@ ANA,1,0,0,2,1,1,0,3,2,0.0,100.0,0.0,100.0,22.0,41.0,62.9
1639,Chicago Blackhawks,2022/10/12@ COL,0,1,0,0,0,0,0,2,5,66.7,33.3,66.7,33.3,17.0,35.0,61.2
1640,Chicago Blackhawks,2022/12/16@ MIN,0,1,0,0,0,0,0,1,4,20.0,50.0,20.0,50.0,30.0,22.0,60.7
1641,Chicago Blackhawks,2024/03/17vs SJS,1,0,0,2,1,1,0,5,2,0.0,--,0.0,--,31.0,27.0,54.4
1642,Chicago Blackhawks,2023/04/04@ CGY,1,0,0,2,1,1,0,4,3,--,100.0,--,100.0,23.0,36.0,52.7
1643,Chicago Blackhawks,2021/10/29@ CAR,0,1,0,0,0,0,0,3,6,25.0,66.7,25.0,66.7,26.0,35.0,43.4
1644,Chicago Blackhawks,2022/10/21vs DET,1,0,0,2,0,1,0,4,3,0.0,80.0,0.0,100.0,29.0,28.0,61.8
1645,Chicago Blackhawks,2021/12/02@ WSH,1,0,0,2,0,0,1,3,3,50.0,100.0,50.0,100.0,28.0,28.0,50.0
1646,Chicago Blackhawks,2022/03/08vs ANA,1,0,0,2,1,1,0,8,3,0.0,75.0,0.0,100.0,32.0,32.0,56.0
1647,Chicago Blackhawks,2022/10/15@ SJS,1,0,0,2,1,1,0,5,2,0.0,100.0,0.0,166.7,25.0,26.0,47.2
1648,Chicago Blackhawks,2022/04/23@ SJS,0,1,0,0,0,0,0,1,4,0.0,66.7,0.0,66.7,28.0,19.0,60.9
1649,Chicago Blackhawks,2024/02/09vs NYR,0,0,1,1,0,0,0,3,4,0.0,100.0,0.0,100.0,31.0,35.0,60.7
1650,Chicago Blackhawks,2022/11/16vs STL,0,1,0,0,0,0,0,2,5,33.3,100.0,0.0,100.0,27.0,35.0,58.0
1651,Chicago Blackhawks,2022/02/12@ STL,0,1,0,0,0,0,0,1,5,33.3,66.7,33.3,66.7,16.0,31.0,48.9
1652,Chicago Blackhawks,2023/11/24vs TOR,1,0,0,2,0,1,0,4,3,0.0,100.0,0.0,100.0,34.0,37.0,40.8
1653,Chicago Blackhawks,2023/02/14@ MTL,0,1,0,0,0,0,0,0,4,0.0,66.7,0.0,66.7,22.0,31.0,48.1
1654,Chicago Blackhawks,2024/01/16vs SJS,1,0,0,2,0,0,1,1,1,25.0,100.0,25.0,100.0,25.0,38.0,49.1
1655,Chicago Blackhawks,2023/02/07vs ANA,0,0,1,1,0,0,0,2,3,0.0,100.0,0.0,100.0,29.0,26.0,59.6
1656,Chicago Blackhawks,2023/02/25@ SJS,1,0,0,2,0,0,1,3,3,0.0,100.0,0.0,100.0,35.0,48.0,39.0
1657,Chicago Blackhawks,2022/02/27vs STL,0,1,0,0,0,0,0,0,4,0.0,66.7,0.0,66.7,30.0,35.0,50.0
1658,Chicago Blackhawks,2023/10/14@ MTL,0,1,0,0,0,0,0,2,3,0.0,100.0,-14.3,100.0,30.0,36.0,25.0
1659,Chicago Blackhawks,2022/04/16@ NSH,0,1,0,0,0,0,0,3,4,0.0,50.0,0.0,50.0,31.0,34.0,53.1
1660,Chicago Blackhawks,2023/10/16@ TOR,1,0,0,2,1,1,0,4,1,25.0,100.0,25.0,133.3,31.0,36.0,37.3
1661,Chicago Blackhawks,2021/12/04@ NYR,0,1,0,0,0,0,0,2,3,0.0,75.0,0.0,75.0,27.0,31.0,57.4
1662,Chicago Blackhawks,2023/02/28@ ARI,0,1,0,0,0,0,0,1,4,0.0,100.0,0.0,100.0,24.0,33.0,56.3
1663,Chicago Blackhawks,2023/02/17@ OTT,1,0,0,2,0,1,0,4,3,0.0,100.0,0.0,133.3,32.0,31.0,50.8
1664,Chicago Blackhawks,2022/10/25vs FLA,1,0,0,2,1,1,0,4,2,50.0,100.0,50.0,100.0,22.0,31.0,58.3
1665,Chicago Blackhawks,2022/04/07vs SEA,0,1,0,0,0,0,0,0,2,0.0,100.0,0.0,100.0,29.0,31.0,56.1
1666,Chicago Blackhawks,2022/12/18vs NYR,0,1,0,0,0,0,0,1,7,0.0,0.0,0.0,0.0,30.0,26.0,60.0
1667,Chicago Blackhawks,2024/01/18@ BUF,0,1,0,0,0,0,0,0,3,0.0,83.3,0.0,83.3,19.0,31.0,56.4
1668,Chicago Blackhawks,2022/04/01@ TBL,0,1,0,0,0,0,0,2,5,25.0,100.0,25.0,100.0,23.0,43.0,54.4
1669,Colorado Avalanche,2022/03/05vs CGY,0,0,1,1,0,0,0,3,4,50.0,50.0,50.0,50.0,36.0,37.0,37.7
1670,Colorado Avalanche,2022/11/04vs CBJ,1,0,0,2,1,1,0,6,3,40.0,85.7,40.0,85.7,36.0,39.0,35.8
1671,Colorado Avalanche,2021/12/16@ NSH,0,1,0,0,0,0,0,2,5,25.0,60.0,25.0,60.0,26.0,35.0,52.7
1672,Colorado Avalanche,2023/10/21vs CAR,1,0,0,2,1,1,0,6,4,60.0,80.0,60.0,100.0,27.0,27.0,51.6
1673,Colorado Avalanche,2024/03/24vs PIT,1,0,0,2,0,1,0,5,4,0.0,100.0,0.0,100.0,30.0,34.0,43.9
1674,Colorado Avalanche,2023/03/09vs LAK,0,1,0,0,0,0,0,2,5,33.3,100.0,33.3,100.0,30.0,31.0,40.0
1675,Colorado Avalanche,2024/02/05@ NYR,0,0,1,1,0,0,0,1,2,0.0,100.0,0.0,100.0,33.0,29.0,44.4
